borrower,symbol,token_address,total_borrowed_amt
0x73720c6f65a5c03f54addf8db52090b925143e35,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1448823.30392324
0x7cb4b068e3294b0c365a8368b9798e5db91ebefe,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1430643.9517610352
0x299188475f29ef2984e020cba55ec02c522a9087,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1426253.4817955366
0x13d53359c1494375a572ad25f868776ea959291f,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1380875.1781079047
0x4f48bc48e6d5cab5b9a1347b7c3112350d6ee7eb,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,1372521.2832621
0xc9f9f6cfd655417acb8d1bb00fe77ad9a6d9ca81,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1346894.2305
0x03478d788b0083cf1cf86e4b3b4358c54794ffad,cbBTC,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,1324423.845
0x299188475f29ef2984e020cba55ec02c522a9087,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,1314912.0829553872
0x9bbe61f8d7fd486150fe18a00d604eb65919ba51,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1312721.273138902
0xd2a838a15f54bc813170e3aba2ffe1e53f242ec6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1282936.9959262
0xf833603a864d2d36ce8bf0b9451ffd468b8df376,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1236568.0
0x4f0aa5900b8292273b2f9a178d5468f8048bb9a9,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,1200254.724
0x43fe034f3e5d304ad158683a4e7b5724330eefc0,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1164795.7773211875
0x42e6300d8d5c1531996b8d567528147761c76d39,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1130589.120336701
0x08c6f91e2b681faf5e17227f2a44c307b3c1364c,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,1050222.8835
0x9996623cb9ede69562537a08d08d606d8d098b9b,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1049929.1985
